1stFlrSF,BedroomAbvGr,BsmtExposure,BsmtFinType1,GarageFinish,GarageYrBlt,GrLivArea,KitchenQual,LotArea,LotFrontage,OverallCond,OverallQual,TotalBsmtSF,YearBuilt,SalePrice,Has2ndFloor,HasMasVnr,HasOpenPorch,HasGarage,HasFinBsmt,ModsMade
1082,2,No,BLQ,Unf,1948,1082,TA,11664,60,5,6,1082,1948,119200,0,1,1,1,1,1
810,3,No,GLQ,Fin,2001,1665,Gd,8400,70,6,8,810,2001,227000,1,0,1,1,1,0
1504,3,Gd,GLQ,Fin,1996,1504,Gd,11883,73,5,7,1504,1996,203000,0,1,1,1,1,0
1360,1,Av,GLQ,RFn,1984,1360,Gd,5814,78,5,8,1220,1984,187500,0,0,0,1,1,0
802,3,No,Unf,RFn,1991,1472,Gd,10784,57,5,7,384,1991,160000,1,1,0,1,0,1
1506,2,Gd,GLQ,RFn,2005,1506,Gd,3013,43,5,7,1362,2005,213490,0,1,1,1,1,0
1132,2,No,GLQ,Fin,2005,1132,Gd,7024,60,5,4,1132,2005,176000,0,0,1,1,1,0
1220,2,Av,GLQ,RFn,2006,1220,Gd,7406,64,5,7,1199,2006,194000,0,1,1,1,1,0
912,2,No,LwQ,Unf,1957,1248,TA,9439,52,5,5,912,1930,87000,1,0,0,1,1,1
1504,2,No,GLQ,Fin,2005,1504,Gd,3182,43,5,7,1346,2005,191000,0,1,1,1,1,1
2898,2,Av,ALQ,Fin,1976,2898,Gd,15498,60,6,8,1565,1976,287000,0,0,1,1,1,0
882,3,No,LwQ,Unf,1980,882,TA,7700,70,5,5,882,1972,112500,0,0,0,1,1,0
1264,3,No,Rec,Unf,1960,1264,TA,9300,73,5,5,1268,1960,167500,0,1,0,1,1,0
1646,3,Gd,GLQ,RFn,2008,1646,Gd,9520,71,5,8,1638,2007,293077,0,1,1,1,1,1
968,3,No,Rec,Unf,1941,1376,TA,9492,79,5,5,768,1941,105000,1,0,0,1,1,1
672,3,No,BLQ,Unf,1972,1218,TA,1680,21,7,6,672,1972,118000,1,1,1,1,1,0
948,5,Mn,Unf,None,1916,1928,TA,7082,110,8,5,686,1916,160000,1,0,0,0,0,1
1687,5,No,GLQ,Fin,1970,3082,TA,15863,102,3,7,824,1920,197000,1,0,1,1,1,1
1352,5,No,GLQ,RFn,1993,2520,Gd,14541,100,7,8,1338,1993,310000,1,0,1,1,1,0
1654,3,No,GLQ,Unf,2002,1654,Gd,8125,65,5,7,1654,2002,230000,0,1,1,1,1,0
954,2,No,Unf,Unf,1938,954,Fa,6305,50,7,5,920,1938,119750,0,0,0,1,0,1
845,3,None,None,Unf,1957,845,TA,11500,82,3,4,0,1957,84000,0,0,0,1,1,0
1620,2,Gd,GLQ,Fin,2008,1620,Ex,12898,89,5,9,1620,2007,315500,0,1,0,1,1,1
1055,3,No,Unf,Fin,2001,2263,Gd,9240,60,5,8,1055,2001,287000,1,1,1,1,0,1
798,3,No,Unf,None,1970,1344,TA,1533,21,6,4,546,1970,97000,1,0,0,0,0,1
630,1,Av,GLQ,Unf,1970,630,TA,1477,21,4,4,630,1970,80000,0,0,0,1,1,0
1803,3,No,Rec,RFn,1957,1803,TA,13125,88,4,5,1134,1957,155000,0,1,0,1,1,1
800,4,No,GLQ,Unf,1966,1632,Gd,9130,64,8,6,800,1966,173000,1,1,1,1,1,1
1306,1,Av,ALQ,RFn,2005,1306,Gd,5381,34,5,6,1306,2005,196000,0,1,1,1,1,0
1532,4,No,GLQ,Unf,1990,2329,Gd,11839,86,5,7,1475,1990,262280,1,1,1,1,1,0
2524,4,No,ALQ,Fin,1981,2524,Gd,9600,80,5,8,2524,1981,278000,0,0,1,1,1,0
1733,4,None,None,Unf,1955,1733,TA,13680,70,5,3,0,1955,139600,0,0,0,1,1,0
1992,4,Av,GLQ,Fin,2005,2868,Ex,16056,85,5,9,1992,2005,556581,1,1,1,1,1,1
990,3,No,GLQ,Unf,1996,990,TA,9245,57,5,5,990,1994,145000,0,0,0,1,1,1
1771,3,None,None,Unf,1960,1771,TA,21750,100,4,5,0,1960,115000,0,1,0,1,1,1
930,2,None,Unf,Unf,1946,930,Gd,11100,60,7,4,0,1946,84900,0,0,0,1,1,1
1302,3,Av,Unf,Fin,2007,1302,Gd,8993,73,5,7,1302,2007,176485,0,0,1,1,0,0
1316,3,Av,LwQ,Fin,2007,1316,Gd,11175,103,5,7,1316,2007,200141,0,0,1,1,0,0
1127,4,No,Rec,RFn,1964,1977,TA,9500,100,6,6,816,1964,165000,1,1,1,1,1,1
1526,4,Av,Rec,Unf,1957,1526,TA,8562,68,6,5,1216,1957,144500,0,1,1,1,1,1
1091,3,Mn,GLQ,Fin,2002,1989,Gd,11367,90,5,8,1065,2002,255000,1,1,1,1,1,0
1523,3,No,ALQ,Fin,1976,1523,TA,11361,104,5,6,1193,1976,180000,0,1,0,1,1,0
1364,2,Av,GLQ,RFn,2005,1364,Gd,7052,43,5,7,1364,2005,185850,0,1,1,1,1,0
979,3,No,GLQ,Fin,1994,1850,Gd,29959,93,6,7,973,1994,248000,1,0,1,1,1,0
1130,3,Av,GLQ,Fin,2008,2184,Ex,11308,96,5,9,1104,2008,335000,1,1,1,1,1,0
1096,3,Mn,Rec,Unf,1977,1991,TA,11275,138,7,6,854,1932,220000,1,1,0,1,1,1
1338,2,Mn,GLQ,Fin,2001,1338,Gd,4920,41,5,8,1338,2001,213500,0,0,0,1,1,0
894,2,No,Unf,RFn,1994,894,TA,18000,120,4,3,894,1935,81000,0,0,1,1,0,1
1422,5,No,Unf,Unf,1945,2337,TA,13600,85,5,5,662,1900,90000,1,0,1,1,0,1
1103,2,No,BLQ,Unf,1976,1103,Gd,6000,50,6,6,1103,1925,110500,0,0,1,1,1,1
1154,3,Mn,BLQ,RFn,1966,1154,TA,11000,50,6,5,1154,1966,154000,0,1,1,1,1,0
1306,3,Gd,GLQ,RFn,1996,2260,Gd,14000,80,5,7,1306,1996,328000,1,0,1,1,1,1
799,3,No,Unf,RFn,1993,1571,TA,7837,59,7,6,799,1993,178000,1,0,1,1,0,1
798,4,Gd,GLQ,RFn,1964,1611,TA,9760,80,6,6,780,1964,167900,1,1,1,1,1,0
1291,5,No,ALQ,Unf,1973,2521,TA,3964,42,4,6,942,1973,151400,1,0,1,1,1,0
893,2,No,ALQ,Unf,1985,893,Gd,9600,60,7,5,845,1949,135000,0,0,0,1,1,1
1048,3,No,BLQ,Unf,1956,1048,TA,10152,72,5,5,1048,1956,135000,0,1,1,1,1,0
829,4,No,Rec,Unf,1968,1556,TA,11700,78,6,6,727,1968,154000,1,0,0,1,1,0
1002,4,Mn,Unf,Unf,1954,1456,TA,7585,50,3,5,810,1948,91500,1,0,0,1,0,1
698,3,No,BLQ,Fin,1977,1426,TA,7950,75,6,6,690,1977,159500,1,1,0,1,1,0
1240,2,Av,Unf,RFn,2006,1240,Gd,8556,74,5,7,1240,2006,194000,0,0,1,1,0,0
960,3,No,BLQ,Unf,1940,1740,TA,13125,75,6,7,800,1940,219500,1,0,0,1,1,1
1096,3,No,ALQ,Unf,1950,1466,Gd,10800,60,8,5,796,1936,170000,1,0,1,1,1,1
1096,3,Mn,BLQ,Fin,1969,1096,TA,15870,80,5,5,1096,1969,138800,0,0,1,1,1,0
848,3,Mn,GLQ,RFn,2004,848,Gd,4435,37,5,6,848,2004,155900,0,1,0,1,1,0
990,3,No,GLQ,Unf,1996,990,TA,8775,65,5,5,990,1994,126000,0,0,1,1,1,0
1258,3,No,ALQ,Unf,1971,1258,Gd,11040,80,7,6,1258,1971,145000,0,1,0,1,1,1
1040,3,No,ALQ,Fin,1963,1040,TA,7500,75,5,5,1040,1963,133000,0,0,0,1,1,0
1459,3,No,BLQ,RFn,2002,1459,Gd,8749,70,5,7,1459,2002,192000,0,1,1,1,0,0
1251,3,No,Unf,Unf,1964,1251,TA,8800,80,6,6,1251,1964,160000,0,1,1,1,1,0
691,3,No,ALQ,Fin,1995,1498,TA,13031,72,5,6,691,1995,187500,1,0,1,1,1,1
996,2,Av,GLQ,Unf,1992,996,Gd,9069,73,6,6,936,1992,147000,0,0,0,1,1,0
546,3,No,BLQ,RFn,1973,1092,TA,1974,88,5,4,546,1973,83500,1,0,1,1,1,0
1082,3,Mn,Unf,RFn,2005,1953,Gd,10574,85,5,8,1082,2005,252000,1,0,1,1,0,1
970,3,No,Unf,Unf,2004,1709,Gd,2522,24,5,7,970,2004,137500,1,1,1,1,0,0
1247,1,No,GLQ,Fin,2005,1247,Gd,3316,37,5,8,1247,2005,197000,0,0,1,1,1,0
1040,2,None,None,Unf,1987,1040,TA,8544,60,4,3,0,1950,92900,0,0,0,1,1,0
624,2,No,BLQ,RFn,1999,1252,Gd,2160,24,5,7,600,1999,160000,1,1,1,1,1,1
1390,4,No,Rec,Unf,1925,1694,TA,8400,60,5,6,1181,1925,136500,1,0,0,1,1,1
1200,1,Mn,GLQ,Unf,1977,1200,Gd,9230,71,8,5,864,1965,146000,0,1,1,1,1,1
936,2,No,BLQ,Fin,1956,936,TA,5868,74,7,5,936,1956,129000,0,0,0,1,1,1
1314,3,No,GLQ,RFn,2006,1314,Gd,9317,78,5,6,1314,2006,176432,0,0,1,1,1,0
773,3,No,Unf,None,1914,1355,Gd,6882,60,7,6,684,1914,127000,1,0,0,0,0,1
1088,2,No,Unf,RFn,1987,1088,Gd,3696,85,5,8,1074,1986,170000,0,0,1,1,0,0
757,3,No,BLQ,Unf,1936,1324,TA,6000,50,6,4,672,1936,128000,1,0,0,1,1,1
1601,3,No,ALQ,RFn,1978,1601,TA,11880,82,5,7,1271,1978,157000,0,1,0,1,1,0
438,1,No,Rec,Unf,1930,438,Fa,8400,60,5,2,290,1920,60000,0,0,0,1,1,1
950,2,No,BLQ,Unf,1981,950,TA,9758,61,5,5,950,1971,119500,0,0,0,1,1,0
1134,2,No,Rec,Unf,1960,1134,TA,7000,70,7,5,1010,1960,135000,0,1,1,1,1,1
1194,3,Mn,ALQ,Fin,1954,1194,TA,8910,79,6,6,655,1959,159500,0,0,0,1,1,0
630,3,No,Unf,Unf,1970,1302,TA,2016,24,5,5,630,1970,106000,1,1,0,1,0,0
1500,3,Av,GLQ,RFn,1994,2622,Gd,12256,98,5,8,1463,1994,325000,0,1,1,1,1,1
1442,3,Mn,GLQ,Fin,1990,1442,Gd,10357,114,5,7,910,1990,179900,0,0,1,1,1,1
887,3,No,Unf,RFn,2006,2021,Gd,23257,168,5,7,868,2006,274725,1,0,1,1,0,0
948,3,No,Unf,RFn,2000,1690,TA,8063,67,5,6,924,2000,181000,1,0,1,1,0,0
1836,3,Mn,GLQ,Fin,2004,1836,Gd,11362,107,5,8,1836,2004,280000,0,1,1,1,1,1
773,3,No,GLQ,Fin,1995,1658,TA,8000,49,5,6,773,1995,188000,1,0,1,1,1,1
1098,4,No,ALQ,RFn,1976,1964,TA,10480,80,6,7,803,1976,205000,1,1,1,1,1,0
816,2,No,GLQ,Unf,1957,816,TA,7100,73,7,5,816,1957,129900,0,0,0,1,1,0
1008,2,No,BLQ,Unf,1953,1008,Gd,8923,66,7,5,1008,1953,134500,0,0,1,1,1,1
833,2,No,Rec,Unf,1955,833,Gd,5400,90,7,5,833,1954,117000,0,0,0,1,1,1
1734,3,No,GLQ,RFn,2007,1734,Ex,12085,93,5,8,1734,2007,318000,0,1,0,1,1,0
779,3,No,GLQ,Fin,2002,1419,Gd,7750,64,5,8,408,2002,184100,1,0,0,1,1,0
894,3,No,BLQ,RFn,1967,894,Gd,9764,57,7,5,894,1967,130000,0,0,0,1,1,1
1021,3,No,Unf,RFn,1958,1601,TA,13825,85,6,5,533,1958,140000,1,0,1,1,0,1
1040,3,No,LwQ,RFn,1959,1040,TA,7560,70,5,5,1040,1959,133700,0,0,0,1,1,0
1012,2,No,Unf,Unf,1920,1012,TA,8263,59,5,6,1012,1920,118400,0,0,1,1,0,1
1552,3,Av,GLQ,RFn,2005,1552,Gd,10084,84,5,7,1552,2005,212900,0,1,1,1,1,1
960,3,No,Unf,Unf,1956,960,TA,8926,80,3,4,672,1956,112000,0,0,0,1,0,0
698,2,No,Unf,None,1947,698,TA,9405,50,9,5,698,1947,118000,0,0,1,0,0,1
812,3,No,Unf,Fin,1992,1482,Gd,9125,75,5,7,384,1992,163900,1,1,1,1,0,0
1005,2,No,Unf,Unf,1977,1005,Fa,10434,60,5,4,1005,1955,115000,0,0,0,1,0,0
1555,2,No,Unf,Fin,2007,1555,Gd,3684,53,5,7,1373,2007,174000,0,1,1,1,0,0
1530,3,Av,GLQ,Fin,2004,1530,Gd,14572,182,5,7,1530,2004,259000,0,0,1,1,1,0
847,4,Av,Unf,Fin,2004,1959,Gd,11796,59,5,7,847,2004,215000,1,0,1,1,0,1
936,2,Gd,GLQ,Unf,1980,936,TA,7200,60,5,5,936,1980,140000,0,1,0,1,1,0
1328,4,No,BLQ,Unf,1981,1981,Gd,7804,65,3,4,1122,1928,135000,1,0,1,1,1,1
974,3,Mn,BLQ,None,1991,974,TA,10712,63,5,5,974,1991,93500,0,0,1,0,1,1
1178,5,Mn,Unf,Unf,1930,2210,Fa,9900,90,4,6,1008,1880,117500,1,0,1,1,0,1
1142,3,No,GLQ,RFn,1995,2020,Gd,9828,80,5,8,1128,1995,239500,1,0,1,1,1,0
916,3,Av,Unf,Fin,1997,1600,TA,8773,57,5,6,916,1997,169000,1,0,1,1,0,0
986,2,No,Unf,Unf,1926,986,TA,6180,60,5,6,960,1926,102000,0,0,1,1,0,1
1032,3,No,BLQ,Unf,1950,1252,TA,9600,80,5,6,1032,1950,119000,1,0,0,1,1,0
780,2,No,Unf,None,1875,1020,TA,6342,54,8,5,780,1875,94000,1,0,0,0,0,1
1567,2,Gd,ALQ,RFn,1977,1567,Gd,9819,128,5,6,1567,1977,196000,0,0,1,1,1,0
1167,3,No,BLQ,Unf,1972,1167,TA,8731,98,5,5,915,1920,144000,0,0,0,1,1,1
952,2,Mn,ALQ,Unf,1988,952,TA,7350,60,7,5,952,1951,139000,0,0,0,1,1,0
1088,4,No,ALQ,Unf,1976,1868,Gd,10304,21,7,5,780,1976,197500,1,1,1,1,1,0
1466,4,Gd,GLQ,RFn,2006,2828,Gd,9965,77,5,8,1466,2006,424870,1,1,1,1,1,1
1006,3,No,GLQ,None,1959,1006,TA,9000,78,3,5,1006,1959,80000,0,0,1,0,1,0
672,2,No,BLQ,Unf,1941,924,Fa,12180,60,4,4,672,1941,80000,1,0,0,1,1,1
1042,3,No,Unf,Unf,1928,1576,TA,6240,52,6,5,1042,1928,149000,1,0,0,1,0,1
1298,3,No,GLQ,RFn,1985,1298,Gd,11200,43,5,6,1298,1985,180000,0,1,1,1,1,0
860,3,No,Rec,Unf,1941,1564,Fa,12000,75,7,7,704,1941,174500,1,0,0,1,1,1
572,2,No,Unf,Unf,1982,1111,TA,5700,50,7,7,572,1926,116900,1,0,0,1,0,1
832,3,No,ALQ,Unf,1930,1482,TA,9000,50,9,7,650,1920,143000,1,0,0,1,1,1
932,2,No,Unf,Unf,1950,932,Gd,8280,57,5,6,932,1950,124000,0,0,0,1,0,0
1466,3,No,GLQ,Fin,1959,1466,Fa,17755,134,4,5,1466,1959,149900,0,1,1,1,1,0
1811,2,No,ALQ,Fin,1956,1811,Ex,14115,90,7,6,1073,1956,230000,0,0,0,1,1,1
816,2,Av,GLQ,Unf,2002,816,TA,5890,77,8,6,816,1930,120500,0,0,0,1,1,1
902,4,Gd,ALQ,Unf,1965,1820,Gd,13700,74,6,7,864,1965,201800,1,1,1,1,1,1
1437,3,Gd,ALQ,RFn,1976,1437,Gd,10768,90,8,5,1437,1976,218000,0,0,1,1,1,1
1265,3,Gd,ALQ,RFn,1965,1265,Gd,9350,85,8,5,1219,1965,179900,0,0,1,1,1,1
1314,2,No,GLQ,RFn,2008,1314,Gd,5001,34,5,7,1314,2007,230000,0,1,1,1,1,1
1580,3,No,Unf,RFn,2008,1580,Gd,11932,92,5,8,1580,2007,235128,0,1,1,1,0,1
943,4,No,ALQ,RFn,1974,1876,Gd,9120,76,6,6,901,1974,185000,1,1,1,1,1,0
855,3,No,Rec,Unf,1978,1456,TA,2280,24,5,6,855,1978,146000,1,0,0,1,1,0
1640,3,No,BLQ,Unf,1993,1640,Gd,14778,21,7,6,1296,1954,224000,0,1,0,1,1,1
894,3,No,BLQ,RFn,1968,894,TA,8724,109,5,5,894,1968,129000,0,0,0,1,1,0
1258,0,Av,GLQ,Unf,1969,1258,TA,12900,60,4,4,1198,1969,108959,0,0,0,1,1,0
1432,2,Gd,ALQ,Unf,1978,1432,Gd,16157,60,7,5,1360,1978,194000,0,0,1,1,1,0
1502,3,No,Unf,RFn,2009,1502,Gd,9541,79,5,7,1502,2009,233170,0,1,1,1,0,0
1694,3,Av,Unf,RFn,2008,1694,Gd,10475,64,5,8,1694,2008,245350,0,1,1,1,0,0
959,3,No,GLQ,Fin,2000,1671,TA,10852,58,5,6,959,2000,173000,1,0,1,1,1,0
1236,4,No,Rec,Unf,1935,2108,Gd,13728,120,7,6,1127,1935,235000,1,0,0,1,1,1
1831,4,Gd,GLQ,Fin,1995,3627,Gd,35760,118,5,10,1930,1995,625000,1,1,1,1,1,1
1118,3,Av,ALQ,Fin,1977,1118,TA,9880,76,6,6,1096,1977,171000,0,0,0,1,1,0
1261,3,No,ALQ,RFn,1958,1261,TA,9120,76,6,6,1261,1958,163000,0,0,0,1,1,0
625,2,No,Unf,Fin,2006,1250,Gd,4017,35,5,7,625,2006,171900,1,0,1,1,0,1
1636,3,No,Rec,Unf,1946,3086,Ex,18030,138,6,5,1598,1946,200500,1,0,0,0,1,1
1170,4,No,Rec,Unf,1932,2345,TA,16560,80,8,6,952,1932,239000,1,0,0,1,1,1
2129,4,No,GLQ,Fin,1992,2872,Gd,10678,85,5,8,1683,1992,285000,1,1,1,1,1,1
923,3,No,ALQ,Unf,1984,923,TA,6951,37,5,5,876,1984,119500,0,0,0,1,1,1
818,3,No,Rec,Unf,1926,1224,TA,3950,80,8,6,818,1926,115000,1,0,0,1,1,1
820,3,No,Unf,Unf,1921,1343,TA,7681,54,6,5,731,1921,154900,1,0,0,1,0,1
1124,3,None,Rec,None,1954,1124,TA,8335,77,5,5,0,1954,93000,0,0,1,0,1,0
1298,4,No,LwQ,Fin,1990,2514,TA,11170,70,5,7,1216,1990,250000,1,0,0,1,1,1
1652,2,Gd,GLQ,RFn,2008,1652,Gd,5587,64,5,8,1600,2008,392500,0,1,1,1,1,0
2411,4,Av,GLQ,Fin,1996,4476,Ex,15623,160,5,10,2396,1996,745000,1,0,1,1,1,0
1130,2,No,GLQ,Unf,1970,1130,TA,10800,60,6,5,1120,1920,120000,0,0,0,1,1,1
1572,3,Gd,Rec,RFn,1963,1572,TA,35133,50,4,5,1572,1963,186700,0,1,1,1,1,0
949,4,No,BLQ,Unf,1965,1221,TA,9738,60,7,5,784,1924,104900,1,0,0,1,1,1
1014,3,Mn,BLQ,Unf,1920,1699,TA,10615,107,5,3,978,1900,95000,1,0,1,1,1,1
1624,2,No,GLQ,RFn,1994,1624,Gd,12461,89,5,8,1624,1994,262000,0,0,1,1,1,1
831,3,No,Unf,RFn,2002,1660,Gd,8935,68,5,7,831,2002,195000,1,1,1,1,0,0
1028,3,No,Unf,Fin,1999,1804,Gd,7500,60,5,7,994,1999,189000,1,0,1,1,0,0
1622,3,Av,BLQ,Fin,1975,1622,TA,32463,100,4,4,1249,1961,168000,0,1,0,1,1,1
764,2,No,Unf,Unf,1999,1441,Gd,2645,24,5,8,776,1999,174000,1,1,0,1,0,1
842,3,Mn,Unf,Unf,1925,1472,Gd,9600,60,8,5,702,1925,125000,1,0,0,1,0,1
1224,2,No,GLQ,Fin,1999,1224,TA,4500,129,5,6,1224,1999,165000,0,1,1,1,1,0
663,4,No,ALQ,Fin,1969,1352,TA,9364,80,7,6,663,1969,158000,1,1,1,1,1,0
728,4,No,Unf,RFn,2005,1456,Gd,8029,51,5,6,728,2005,176000,1,0,1,1,0,0
879,4,Av,Unf,Fin,2006,1863,Gd,14054,58,5,7,879,2006,219210,1,0,1,1,0,0
815,3,No,Unf,Unf,1916,1690,TA,8850,65,6,7,815,1916,144000,1,0,0,1,0,1
1212,3,No,Unf,RFn,2001,1212,Gd,9100,70,5,7,1212,2001,178000,0,0,0,1,0,0
1382,3,No,Rec,RFn,1974,1382,TA,11235,75,5,4,1051,1963,148000,0,1,1,1,1,1
864,3,No,Unf,RFn,1972,864,TA,9353,71,5,4,864,1970,116050,0,0,0,1,0,0
866,3,Av,Unf,RFn,1998,1779,Gd,10400,80,5,7,866,1998,197900,1,0,1,1,0,0
884,3,No,GLQ,Unf,1960,1348,TA,6000,50,8,5,884,1925,117000,1,0,0,1,0,1
1630,3,No,ALQ,Unf,2000,1630,Gd,9750,75,5,7,1630,2000,213000,0,1,1,1,0,1
1074,3,No,ALQ,RFn,1975,1074,TA,10140,78,6,5,1056,1975,153500,0,0,1,1,1,0
2196,2,Mn,ALQ,RFn,1990,2196,Gd,14684,90,7,7,2158,1990,271900,0,1,1,1,1,1
1056,3,No,Rec,Unf,1966,1056,TA,8900,85,4,4,1056,1966,107000,0,0,1,1,1,0
1700,3,Av,GLQ,RFn,2003,1700,Gd,9135,70,5,6,1682,2003,200000,0,1,1,1,1,0
1283,3,No,Rec,Unf,1980,1283,TA,7763,70,7,5,931,1962,140000,0,0,0,1,1,1
1660,3,Mn,GLQ,RFn,2006,1660,Gd,10182,85,5,8,1660,2006,290000,0,1,1,1,1,0
1055,3,No,Unf,RFn,1992,1845,Gd,11218,70,5,6,1055,1992,189000,1,0,1,1,0,0
1080,4,Av,GLQ,RFn,1988,1752,TA,12134,152,7,8,559,1988,164000,1,0,1,1,1,1
672,2,No,Rec,Unf,1941,672,TA,9340,50,6,4,672,1941,113000,0,0,1,1,1,1
960,0,Av,GLQ,Unf,1965,960,TA,10246,67,9,4,648,1965,145000,0,0,0,1,1,1
999,3,Av,BLQ,Unf,1962,999,TA,10205,69,5,5,925,1962,134500,0,0,1,1,1,0
894,3,No,Rec,RFn,1966,894,TA,7094,99,5,5,894,1966,125000,0,0,0,1,1,0
1318,4,None,None,Unf,1978,1902,TA,8930,68,5,6,0,1978,112000,1,0,0,1,0,0
1314,3,Mn,GLQ,RFn,2009,1314,Gd,8640,72,5,8,1300,2009,229456,0,1,1,1,1,0
672,2,None,None,None,1947,912,TA,6240,52,5,4,0,1947,80500,0,0,0,0,1,1
672,3,No,Unf,None,1971,1218,TA,1680,21,5,6,672,1971,91500,1,1,0,0,0,0
912,2,No,Rec,Unf,1964,912,TA,7800,66,5,5,912,1964,115000,0,0,0,1,1,0
1211,3,No,BLQ,RFn,1968,1211,TA,8250,55,5,5,952,1968,134000,0,0,1,1,1,0
1168,3,Mn,Rec,Unf,1949,1846,TA,10496,78,6,6,1040,1949,143000,1,1,0,1,1,1
2136,4,No,LwQ,Unf,1951,2136,TA,10680,89,3,5,2136,1951,137900,0,1,1,1,1,0
788,3,Av,GLQ,Fin,2004,1490,Gd,15384,60,5,7,788,2004,184000,1,0,1,1,1,1
1138,3,Av,GLQ,Unf,1958,1138,TA,10482,65,8,6,588,1958,145000,0,1,0,1,1,0
894,4,Mn,Unf,Fin,2007,1933,Gd,14598,86,5,6,894,2007,214000,1,1,1,1,0,0
912,2,No,ALQ,Unf,1992,912,Gd,8872,72,8,5,912,1965,147000,0,1,1,1,1,1
1702,1,No,GLQ,Fin,2008,1702,Ex,8769,65,5,9,1702,2008,367294,0,1,1,1,1,0
1507,4,No,ALQ,Unf,1960,1507,TA,7910,70,5,5,1075,1960,127000,0,0,0,1,1,0
1361,4,No,GLQ,RFn,1977,2620,TA,18890,85,5,5,1361,1977,190000,1,1,1,1,1,0
1190,3,Av,ALQ,Unf,1962,1190,TA,7728,70,6,5,1106,1962,132500,0,1,1,1,1,0
1224,2,None,None,Unf,1962,1224,TA,9842,70,5,4,0,1962,101800,0,0,0,1,1,0
1188,3,No,Rec,RFn,1959,1188,TA,12160,64,5,5,1188,1959,142000,0,1,0,1,1,0
1024,4,Av,Unf,None,1911,1964,TA,8525,55,6,5,940,1911,130000,1,0,1,0,0,1
892,4,Mn,Unf,Unf,1914,1784,TA,13132,96,5,5,747,1914,138887,1,0,1,1,0,1
764,2,No,Unf,RFn,2003,1626,Gd,2628,36,5,7,764,2003,175500,1,1,1,1,0,0
847,3,No,Unf,RFn,2004,1948,Gd,12393,41,5,7,847,2004,195000,1,0,1,1,0,1
1141,3,No,Unf,Unf,2005,1141,TA,13072,63,5,6,1141,2005,142500,0,0,0,1,0,0
1484,3,Av,GLQ,RFn,2006,1484,Ex,9037,64,5,8,1476,2006,265900,0,1,1,1,1,0
884,1,No,GLQ,RFn,2003,1768,Gd,8158,65,5,7,884,2003,224900,1,1,1,1,1,0
1689,3,Av,Unf,RFn,2007,1689,Gd,9849,83,6,7,1689,2007,248328,0,0,1,1,0,0
1173,3,Gd,GLQ,RFn,1974,1173,Gd,10625,85,6,7,1053,1974,170000,0,1,1,1,1,0
2076,2,Gd,GLQ,RFn,2006,2076,Ex,13891,107,5,10,2076,2006,465000,0,0,1,1,1,0
792,3,No,Unf,Unf,1931,1517,Gd,11435,70,7,8,792,1929,230000,1,0,0,1,0,1
1140,3,No,Unf,Fin,1984,1868,TA,12090,78,7,6,585,1984,178000,1,1,1,1,0,1
756,3,No,Unf,RFn,2005,1553,Gd,8125,65,5,7,756,2005,186500,1,0,1,1,0,1
1034,3,Av,GLQ,Unf,1976,1034,TA,12328,50,5,6,1012,1976,169900,0,1,0,1,1,0
1134,3,No,Rec,Unf,1950,2058,TA,9600,60,5,6,735,1917,129500,1,0,0,1,1,1
988,3,No,BLQ,Unf,1950,988,TA,7200,60,7,5,876,1950,119000,0,0,1,1,1,0
2110,3,No,ALQ,Fin,1968,2110,Ex,11160,93,5,7,2110,1968,244000,0,0,0,1,1,0
1405,2,No,Unf,RFn,2003,1405,Gd,3136,70,5,7,1405,2003,171750,0,1,1,1,0,0
874,3,No,GLQ,RFn,1968,874,TA,9858,62,6,5,864,1968,130000,0,0,0,1,1,0
1516,3,Gd,LwQ,RFn,1974,2167,Gd,17542,100,7,7,1192,1974,294000,1,0,1,1,1,1
760,3,No,Unf,Fin,2003,1656,Gd,6931,60,5,7,746,2003,165400,1,1,1,1,0,1
959,3,No,LwQ,Unf,1978,1367,TA,6240,52,6,6,884,1931,127500,1,0,0,1,1,1
1987,2,Gd,GLQ,Fin,1994,1987,Gd,14303,91,5,8,1986,1994,301500,0,1,1,1,1,0
864,2,No,Unf,None,1922,864,TA,4060,56,8,5,864,1922,99900,0,0,1,0,0,1
1166,2,Gd,GLQ,Fin,2005,1166,Gd,9587,59,5,7,856,2005,190000,0,1,0,1,1,0
1054,3,No,ALQ,Unf,1969,1054,TA,9750,65,8,6,1054,1969,151000,0,0,0,1,1,0
892,3,No,Unf,Fin,1999,1675,TA,24682,60,5,6,841,1999,181000,1,0,1,1,0,0
1050,2,No,Rec,Unf,1956,1050,TA,9600,80,6,5,1050,1956,128900,0,0,0,1,1,0
1104,5,Av,Unf,Unf,1957,1788,TA,11250,80,5,4,1104,1957,161500,1,0,0,1,0,1
1060,3,No,Unf,Unf,1940,1824,TA,13515,60,6,6,764,1919,180500,1,0,0,1,0,1
1337,2,No,GLQ,Fin,1998,1337,Gd,4060,34,5,6,1405,1998,181000,0,0,1,1,1,1
713,3,No,GLQ,Unf,1999,1452,Gd,3735,35,5,7,691,1999,183900,1,1,1,1,1,0
964,4,No,Unf,Unf,1960,1889,TA,10120,60,4,7,925,1910,122000,1,0,0,1,0,1
2018,3,Gd,Unf,Fin,2009,2018,Ex,13214,89,5,9,2002,2008,378500,0,0,1,1,0,1
